name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed,height_value,height_unit,height,Inversions_clean,Gforce_clean,speed_kmh
the mind eraser (geauga lake),935 ft (285 m),47 mph (76 km/h),other,operating,1972,steel – shuttle – boomerang,vekoma,48 in (122 cm),boomerang,116.5 ft (35.5 m),6.0,catch car and chain lift hill,$10 million,single train with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,county fair,1:48,760 riders per hour,5.2,werner stengel,65°,108 ft (33 m),"april 29, 2005",fast lane available,flying super saturator,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1996,40.2898,-76.6536,steel,1999-01-01,47 mph,76 km/h,47.0,mph,47.0,116.5,ft,91.2,6,5.2,75.63898
the flying cobras,935 ft (285 m),47 mph (76 km/h),other,operating,1972,steel – shuttle – boomerang,vekoma,48 in (122 cm),boomerang,116.5 ft (35.5 m),6.0,catch car and chain lift hill,$10 million,single train with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,county fair,1:48,760 riders per hour,5.2,werner stengel,65°,108 ft (33 m),"april 29, 2005",fast lane available,flying super saturator,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2009,40.2898,-76.6536,steel,1999-01-01,47 mph,76 km/h,47.0,mph,47.0,116.5,ft,91.2,6,5.2,75.63898
flashback (six flags new england),935 ft (285 m),47 mph (76 km/h),other,operating,1972,steel – shuttle,vekoma,48 in (122 cm),boomerang,117 ft (36 m),3.0,chain,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,north end,1:48,760 riders per hour,5.2,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2000,40.2898,-76.6536,steel,1999-01-01,47 mph,76 km/h,47.0,mph,47.0,117.0,ft,91.2,3,5.2,75.63898
recoil (wonderla hyderabad),935 ft (285 m),47 mph (76 km/h),other,operating,1972,steel – shuttle,vekoma,48 in (122 cm),boomerang,116.5 ft (35.5 m),3.0,chain lift hill,$10 million,single train with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,planet snoopy,1:48,760 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2016,40.2898,-76.6536,steel,1999-01-01,47 mph,76 km/h,47.0,mph,47.0,116.5,ft,91.2,3,4.0,75.63898
boomerang (worlds of fun),935 ft (285 m),47 mph (76 km/h),worlds of fun,operating,"april 8, 2000",steel – boomerang – shuttle,vekoma,48 in (122 cm),shuttle roller coaster,116 ft (35 m),6.0,chain,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,africa,1 min 48 sec,750 riders per hour,4,werner stengel,45°,100 ft (30 m),"april 29, 2005",fast lane available,zambezi zinger,steel,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2000,39.1731,-94.4851,steel,2000-04-08,47 mph,76 km/h,47.0,mph,47.0,116.0,ft,91.2,6,4.0,75.63898
cobra (powerpark),935 ft (285 m),47 mph (76 km/h),powerpark,operating,2005,steel – shuttle,vekoma,130–195 cm (4 ft 3 in–6 ft 5 in),boomerang,116.6 ft (35.5 m),3.0,chain lift hill,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:48,760 riders per hour,5.2,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2005,63.2298,22.8587,steel,2005-01-01,47 mph,76 km/h,47.0,mph,47.0,116.6,ft,91.2,3,5.2,75.63898
kentucky rumbler,"2,827 ft (862 m)",47 mph (76 km/h),beech bend park,operating,"may 6, 2006",wood – twister,great coasters international,48 in (122 cm),twister,96 ft (29 m),0.0,chain lift hill,"$4,600,000",single train with 12 cars. riders are arranged 2 across in a single row for a total of 24 riders per train.,planet snoopy,1:30,480 riders per hour,4,werner stengel,90°,80 ft (24 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2006,37.0225,-86.4017,wood,2006-05-06,47 mph,76 km/h,47.0,mph,47.0,96.0,ft,91.2,0,4.0,75.63898
zydeco scream,935 ft (285 m),47 mph (76 km/h),other,operating,1972,steel – boomerang,vekoma,48 in (122 cm),boomerang,116.5 ft (35.5 m),3.0,chain lift hill,$10 million,single train with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,pontchartrain beach,1:48,760 riders per hour,5.2,arrow dynamics,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2000,40.2898,-76.6536,steel,1999-01-01,47 mph,76 km/h,47.0,mph,47.0,116.5,ft,91.2,3,5.2,75.63898
new mexico rattler,"2,750 ft (840 m)",47 mph (76 km/h),cliff's amusement park,operating,"september 28, 2002",wood – steel,vekoma,48 in (122 cm),boomerang,80 ft (24 m),0.0,chain lift hill,"$2,000,000",single train with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:15,1200 riders per hour,4,werner stengel,52°,75 ft (23 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,out and back,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2002,35.143,-106.5884,wood,2002-09-28,47 mph,76 km/h,47.0,mph,47.0,80.0,ft,91.2,0,4.0,75.63898
speed of sound (roller coaster),935 ft (285 m),47 mph (76 km/h),walibi holland,operating,"april 22, 2000",steel – shuttle – boomerang,vekoma,48 in (122 cm),boomerang,116.5 ft (35.5 m),3.0,chain lift hill,$10 million,single train with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,w.a.b plaza,1:48,760 riders per hour,5.2,vekoma,56°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2000,52.4406,5.7681,steel,2000-04-22,47 mph,76 km/h,47.0,mph,47.0,116.5,ft,91.2,3,5.2,75.63898
kanonen,"440 m (1,440 ft)",75 km/h (47 mph),liseberg,removed,"april 23, 2005",steel – launched,intamin,140 cm (4 ft 7 in),accelerator coaster,24 m (79 ft),2.0,chain lift hill,"50,000,000 sek",2 trains with 4 cars. riders are arranged 2 across in 2 rows for a total of 16 riders per train.,planet snoopy,1 min 13 sec,930 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","december 30, 2016",1895,valkyria,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 72 km/h in 2 seconds,single lap bar,das große lego-rennen,2005,57.6933,11.9954,steel,2005-04-23,75 km/h,47 mph,75.0,km/h,46.6,24.0,m,78.7,2,4.0,74.995244
python (efteling),"750 m (2,460 ft)",75 km/h (47 mph),efteling,operating,"april 12, 1981",steel,vekoma,120 cm (3 ft 11 in),double loop corkscrew,29 m (95 ft),4.0,chain lift,"€ 9,4 million",2 trains with 7 cars. riders are arranged 2 across in 2 rows for a total of 28 riders per train.,ruigrijk,2:08,1400 riders per hour,3.5,vekoma,90°,22 m (72 ft),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1981,51.6469,5.0536,steel,1981-04-12,75 km/h,47 mph,75.0,km/h,46.6,29.0,m,95.1,4,3.5,74.995244
orkanen,"1,486.2 ft (453.0 m)",46.6 mph (75.0 km/h),fårup sommarland,operating,"june 5, 2013",steel – family – inverted,vekoma,105 cm (3 ft 5 in),suspended family coaster (453m),63.3 ft (19.3 m),0.0,drive tire,"$35,000,000 dkk (2012)[1]",single train with 10 cars. riders are arranged 2 across in a single row for a total of 20 riders per train.,planet snoopy,1:00,670 riders per hour,3,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2013,57.27,9.6453,steel,2013-06-05,46.6 mph,75.0 km/h,46.6,mph,46.6,63.3,ft,91.2,0,3.0,74.995244
roller coaster (dai nam van hien),"680 m (2,230 ft)",75 km/h (47 mph),đại nam văn hiến,operating,11 september 2008,steel,hebei zhongye metallurgical equipment,54 in (137 cm),boomerang,33.6 m (110 ft),4.0,chain lift,vnd 25 billions,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,2:00,1440 riders per hour,4.0,werner stengel,50°,30 m (98 ft),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2008,11.0433,106.6325,steel,2008-09-11,75 km/h,47 mph,75.0,km/h,46.6,33.6,m,110.2,4,4.0,74.995244
atlantis adventure,"2,198.1 ft (670.0 m)",46.6 mph (75.0 km/h),lotte world,operating,2003,steel,intamin,48 in (122 cm),suspended looping coaster,72.2 ft (22.0 m),0.0,chain lift hill,$10 million,2 trains with 6 cars. riders are arranged 2 across in 2 rows for a total of 24 riders per train.,planet snoopy,1:30,1200 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2003,40.2898,-76.6536,steel,2003-01-01,46.6 mph,75.0 km/h,46.6,mph,46.6,72.2,ft,91.2,0,4.0,74.995244
momonga standing and loop coaster,"1,380 ft (420 m)",46.6 mph (75.0 km/h),yomiuriland,removed,1979,steel – stand-up,togo,48 in (122 cm),stand-up,82 ft (25 m),1.0,chain lift hill,$10 million,2 trains with 5 cars. riders are arranged 2 across in 2 rows for a total of 20 riders per train.,flag street,1:10,1200 riders per hour,4,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 20, 2021",1895,the joker,archived official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,1979,35.6245,139.5193,steel,1979-01-01,46.6 mph,75.0 km/h,46.6,mph,46.6,82.0,ft,91.2,1,4.0,74.995244
galactica (roller coaster),"840 m (2,760 ft)",75 km/h (47 mph),alton towers,operating,16 march 2002,steel – flying,bolliger & mabillard,140 cm (4 ft 7 in),flying coaster,20 m (66 ft),2.0,chain lift hill,£12 million,3 trains with 7 cars. riders are arranged 4 across in a single row for a total of 28 riders per train.,forbidden valley,1:40,"1,500 riders per hour",3.5,john wardley,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,custom,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2002,52.9859,-1.8821,steel,2002-03-16,75 km/h,47 mph,75.0,km/h,46.6,20.0,m,65.6,2,3.5,74.995244
dragonflier,"1,486.2 ft (453.0 m)",46.6 mph (75.0 km/h),dollywood,operating,"may 10, 2019",steel – family – inverted,vekoma,39 in (99 cm),suspended family coaster (453m),63.3 ft (19.3 m),0.0,drive tire,$10 million,single train with 10 cars. riders are arranged 2 across in a single row for a total of 20 riders per train.,wildwood grove,1:00,720 riders per hour,3.5,werner stengel,90°,100 ft (30 m),"april 29, 2005",fast lane available,mine train through nature's wonderland,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2019,35.7977,-83.5312,steel,2019-05-10,46.6 mph,75.0 km/h,46.6,mph,46.6,63.3,ft,91.2,0,3.5,74.995244
joris en de draak,"810 m (2,657 ft)",75.0 km/h (47 mph),other,operating,"july 1, 2010",wood – racing,great coasters international,110 cm (3 ft 7 in),racing roller coaster,25 m (82 ft),0.0,chain,"€13,000,000",4 trains with 12 cars. riders are arranged 2 across in a single row for a total of 24 riders per train.,ruigrijk,2:00,1750 riders per hour,4,werner stengel,90°,24 m (79 ft),"april 29, 2005",fast lane available,pegasus,twister,fastrack available,"april 29, 2005","september 16, 2007",1895,the joker,official website,flash pass available,must transfer from wheelchair,toy story,single rider line available,over-the-shoulder,flash pass available,0 to 40 mph (0 to 64 km/h) in 3 seconds,single lap bar,das große lego-rennen,2010,51.6469,5.0525,wood,2010-07-01,75.0 km/h,47 mph,75.0,km/h,46.6,25.0,m,82.0,0,4.0,74.995244
